name,affiliation
Shuo Liu 0005,Institute of Forensic Science
Shuo Yan,Chinese Academy of Sciences
Shuo Yu,Dalian University of Technology
Shuofeng Wang,Tsinghua University
Shuowei Chen,UESTC
Shuqi Xu,UESTC
Shuyi Lu,Shanghai Normal University
SiYa Yao,Tongji University
Sibel Adali,Rensselaer Polytechnic Institute
Siddhartha Bhattacharyya,University of Illinois at Chicago
Sijia Xiao,Georgia Institute of Technology
Sijian Lv,Hunan University
Silke Adam,University of Bern
Silvia Snidero,University of Torino
Silvio Romero de Lemos Meira,UFPE
Simi Wang,University of North Carolina
Simo Järvelä,Aalto University
Simon DeDeo,Carnegie Mellon University
Simon Rodan,San José State University
Simona Bignami-Van Assche,Harvard University
Simona Doboli,Hofstra University
Siwei Liao,Huazhong University of Science and Technology
Siyun Peng,Indiana University
Skyler J. Cranmer,Ohio State University
Smita Ghosh,University of Texas at Dallas
Somanath Tripathy,IIT Patna
Somang Nam,University of Toronto
Song Guo 0001,The Hong Kong Polytechnic University
Songhua Xu,New Jersey Institute of Technology
Sonja Opper,Lund University
Sonja Pointner,University of Bern
Soo Yong Lim,National Taipei University
Soong Moon Kang,University College London
Sören Petermann,Ruhr-University Bochum
Soumya K. Ghosh 0001,IIT Kharagpur
Sourav Kumar Dandapat,IIT Patna
Spiro Maroulis,Arizona State University
Sreekanth Madisetty,IIT Hyderabad
Sridhar Mandyam,International Institute of Information Technology
Srinath Srinivasa,International Institute of Information Technology
Srinivas K. Reddy,Singapore Management University
Srinka Basu,University of Kalyani
Sriparna Saha 0001,IIT Patna
Srivatsa Ramesh Jayashree,IIT Patna
Sruthy Agnisarman,Clemson University
Stamatios Giannoulakis,Cyprus University of Technology
Stanley Wasserman,University of Illinois at Urbana-Champaign
Stavros Souravlas,University of Macedonia
Stef Van Puyenbroeck,KU Leuven
Stefan Thurner,University of Vienna
Stefanie Bailey,Stanford University
Stefano Nasini,CNRS
Stefano Tasselli,Erasmus University Rotterdam
Stellan Ohlsson,University of Illinois at Chicago
Stephan Günnemann,Technical University of Munich
Stéphane Helleringer,Johns Hopkins University
Stéphane Legendre,CNRS
Stephanie Thiemichen,University of Munich
Stephen G. Eubank,Los Alamos National Laboratory
Stephen J. Walsh,University of North Carolina
Stephen L. France,Mississippi State University
Stephen P. Borgatti,University of Kent
Stephen R. Corman,Arizona State University
Stephen Tang 0001,Liverpool John Moores University
Steve McDonald,North Carolina State University
Steve T. K. Jan,Virginia Tech
Steven M. Chermak,Michigan State University
Steven M. Giles,Wake Forest University
Steven M. Goodreau,University of Washington
Steven P. Dow,University of California - San Diego
Steven Rytina,McGill University
Stijn Ruiter,Utrecht University
Su Deng,National University of Defense Technology
Subhadeep Chakraborty,University of Tennessee
Subhasis Chakraborty,RCC Institute of Information Technology
Subhayan Bhattacharya,Jadavpur University
Subrata Nandi,National Institute of Technology
Sudhanshu Kumar 0002,IIT Roorkee
Sudheer Dhulipalla,Arizona State University
Sudip Misra,IIT Kharagpur
Sujoy Saha,National Institute of Technology
Suman Kalyan Maity,Northwestern University
Suman Kundu,Wrocław University of Science and Technology
Sumit Goswami,IIT Kharagpur
Sung-Ju Lee,KAIST
Surbhi Bhatia,King Faisal University
Surendra Sedhai,Nanyang Technological University
Surya Nepal,CSIRO
Susan Banducci,University of Exeter
Susan Bastani,Alzahra University
Susan C. Herring,University of Indiana Bloomington
Susan C. Weller,University of Texas Medical Branch
Susan Cotts Watkins,University of Pennsylvania
Susan Gasson,Drexel University
Susan T. Ennett,University of North Carolina
Susanna Zaccarin,University of Trieste
Susanta Chakraborty,Indian Institute of Engineering Science and Technology
Suzhen Huang,Central South University
Sven Banisch,Bielefeld University
Svitlana Volkova,Pacific Northwest National Laboratory
Swastik Brahma,Tennessee State University
Symeon Papavassiliou,University of Athens
Sze-Chuan Suen,University of Southern California
Tackseung Jun,Kyung Hee University
Tadeusz Sozanski,Institute of Sociology
Taesik Gong,KAIST
Taha Yasseri,University of Oxford
Tahereh Dehdarirad,University of Barcelona
Tahereh Kamali,University of Waterloo
Taiane de Paula Ferreira,Universidade Estadual Paulista
Taketoshi Yoshida,Japan Advanced Institute of Science and Technology
Tal Spalter,Tel Aviv University
Tamar Yogev,University of Haifa
Tanima Dutta,IIT (BHU) Varanasi
Tanja Nitschke,University of Karlsruhe (TH)
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi
Tanya Araújo,Technical University of Lisbon
Tanya Menon,Ohio State University
Tao Li 0001,Florida International University
Tao Tang 0007,Dalian University of Technology
Tapan Chowdhury,Indian Institute of Engineering Science and Technology
Tapan Kumar Saha,University of Queensland
Tarik Crnovrsanin,University of California - Davis
Tasos Dagiuklas,London South Bank University
Ted Mouw,University of North Carolina
Terrence D. Jorgensen,University of Amsterdam
Terry D. Clark,Creighton University
Thanasis Loukopoulos,University of Thessaly
Theo A. Arentze,Eindhoven University of Technology
Theo van Tilburg,Vrije University Amsterdam
Thierry Marchant,Ghent University
Thijs A. Velema,Sun Yat-sen University
Thomas F. Oltmanns,Washington University in St. Louis
Thomas Gautschi,University of Bern
Thomas Grund,University College Dublin
Thomas Häussler,University of Bern
Thomas J. Fararo,University of Pittsburgh
Thomas Lux,University of Kiel
Thomas Magelinski,Carnegie Mellon University
Thomas N. Friemel,IPM
Thomas Rotolo,Washington State University
Thomas Scherngell,AIT Austrian Institute of Technology GmbH
Thomas U. Grund,Univeristy College Dublin
Thomas V. Pollet,University of Groningen
Thomas W. Valente,University of Southern California
Tian-Yun Chang,Vanderbilt University
Tianchong Gao,Indiana University
Tianlong Gu,Guilin University of Electronic Technology
Tianlu Gao,Wuhan University
Tianrui Li 0001,Southwest Jiaotong University
Tianshu Lyu,Peking University
Tianxi Ji,Case Western Reserve University
Tianyu Qiu,Institute of Smart Healthcare Systems
Tianze Gao,Northwest Normal University
Tijs A. van den Broek,University of Twente
Tim Weninger,University of Notre Dame
Timo R. Nyberg,Aalto University
Timothy J. Brazill,Mercer University
Tina Kogovsek,University of Ljubljana
Ting Luo,Manchester Metropolitan University
Tingnan Lin,Rutgers University
Tobias H. Stark,Utrecht University
Tobias Heinrich,University of South Carolina
Tobias Roth,University of Mannheim
Todd C. Lehmann,University of Michigan
Todd Lynes,University of Southampton
Todd M. Loughead,University of Windsor
Tom A. B. Snijders,University of Groningen
Tom Arjannikov,University of Victoria
Tom Decorte,University of Gent
Tom Snitch,University of Maryland - College Park
Tom Stafford 0001,Louisiana Tech University
Tom Vander Beken,Ghent University
Tomas Diviak,University of Manchester
Tong-Ying Tony Juang,National Taipei University
Toon Kuppens,Catholic University
Tore Opsahl,Imperial College London
Torin Stepan,University of Alberta
Toshiya Hanada,Kyushu University
Tracy M. Sweet,University of Maryland - College Park
Travis Coan,University of Exeter
Travis G. Tatum,Univeristy College Dublin
Trevor I. Fenner,University of London
Troy Raeder,University of Notre Dame
Tso-Jung Yen,Academia Sinica
Tucker McGrimmon,University of South Carolina
Tulika Saha,IIT Patna
Tünde Cserpes,University of Illinois at Chicago
Tuure Tuunanen,University of Jyväskylä
Twan Burg,Tilburg University
Uboho Victor,Texas A&M University
Ueli Reber,University of Bern
Ujjwal Maulik,Jadavpur University
Ulrik Brandes,University of Konstanz
Uraz Yavanoglu,Gazi University
Usman Naseem,University of Sydney
Uwe Matzat,Eindhoven University of Technology
V. K. Narayanan,Drexel University
V. S. Subrahmanian,University of Maryland - College Park
Vairavan Murugappan,Illinois Institute of Technology
Valentin Danchev,University of Oxford
Valentina Hlebec,University of Ljubljana
Valentina Mazzucato,Maastricht University
Valentyn Kalnysh,Ukrainian Institute of Public Health
Valérie Delaunay,Aix Marseille University
Valerio Arnaboldi,University of Oxford
Valerio Leone Sciabolazza,University of Naples
Vangie A. Foshee,University of North Carolina
Vanilson André de Arruda Burégio,UFRPE
Vanina Jasmine Torló,University of Greenwich
Vasant G. Honavar,Pennsylvania State University
Vasileios Karyotis,Ionian University
Vasja Vehovar,University of Ljubljana
Venkat Venkatasubramanian,Columbia University
Verónica de Miguel Luken,Autonomous University of Barcelona
Vicki Stover Hertzberg,Emory University
Victor Agadjanian,University of Kansas
Victor Asal,University at Albany
Victor C. M. Leung,Shenzhen University
Víctor Martínez-de-Albéniz,University of Navarra
Victor O. K. Li,University of Hong Kong
Victor R. L. Shen,Chaoyang University of Technology
Victor R. Prybutok,University of North Texas
Victor S. Sheng,Texas Tech University
Vijay Mago,Lakehead University
Vikram Krishnamurthy,University of British Columbia
Vincent A. A. Jansen,Royal Holloway University of London
Vincent A. Traag,Leiden University
Vincent Buskens,Utrecht University
Vincent Chua,National University of Singapore
Vincent G. Moscardelli,University of Connecticut
Vincent Labatut,Avignon University
Vincent Lorant,Catholic University
Vincenz Frey,Bocconi University
Vincenzo Piuri,University of Milan
Vinicius Cardoso Garcia,UFPE
Viresh Gupta,IIIT Delhi
Virginia Dignum,TU Delft
Virginie Kidwell-Lopez,University of Texas at Dallas
Vitara Pungpapong,Chulalongkorn University
Vittorio Fuccella,University of Salerno
Vivek Kumar Singh 0007,Massachusetts Institute of Technology
Viviana Amati,ETH Zurich
Vladimir Barash,Cornell University
Vladimir Batagelj,Institute of Mathematics
Vladimir Filkov,University of California - Davis
Volker Stocké,University of Kassel
Vontrese Deeds Pamphile,Northwestern University
W. Craig Carter,Middle Tennessee State University
W. Scott Comulada,University of California - Los Angeles
Wafa Alorainy,Cardiff University
Walid Magdy,University of Edinburgh
Walter Quattrociocchi,IMT School for Advanced Studies
Wanchun Dou,Nanjing University
Wanjiun Liao,National Taiwan University
Wanlei Zhou,University of Technology Sydney
Wanqiu Huang,Shanghai University
Wanru Li,George Mason University
Wanyuan Wang,Southeast University
Wattana Viriyasitavat,Chulalongkorn University
Wayes Tushar,University of Queensland
Wayne E. Baker,University of Michigan
Wei Chen 0001,Zhejiang University
Wei Du 0004,Cornell University
Wei Duan,National University of Defense Technology
Wei Jing,Institute of High Performance Computing
Wei Li 0058,University of Sydney
Wei Luo 0001,Deakin University
Wei Wang 0012,KAUST
Wei Wang 0077,Dalian University of Technology
Wei Wang 0088,Huazhong University of Science and Technology
Wei Wang 0211,University of Central Florida
Wei Wei 0006,Inner Mongolia University
Weiai Xu,University of Massachusetts
Weichao Gong,Chinese Academy of Sciences
Weichen Liu,University of California - San Diego
Weifeng Lv,Beihang University
Weiguo Wang,Dongbei University of Finance & Economics
Weihong Han,Guangzhou University
Weihua An,Indiana University
Weijia Jia 0001,University of Macau
Weijin Jiang,Hunan University
Weili Wu,University of Texas at Dallas
Weishan Zhang,China University of Petroleum
Weiwei Gu,Tsinghua University
Wen Zhang 0001,Beijing University of Technology
Wen-Chi Chuang,National Chengchi University
Wen-Tai Li,Singapore University of Technology and Design
Wenbo He,McGill University
Wendy D. Brynildsen,Duke University
Wendy Moncur,University of Dundee
Wenguo Yang,Chinese Academy of Sciences
Wenhong Chen,University of Texas at Austin
Wenjia Li,University of Texas at Dallas
Wenjian Luo,Harbin Institute of Technology
Wenjie Ruan,University of Exeter
Wenjun Zhou 0001,University of Tennessee
Wenmin Lin,Hangzhou Normal University
Wenqing Cheng,Huazhong University of Science and Technology
Wentao Wang 0003,University of Cincinnati
Wenyi Tang,UESTC
Wenzhong Guo,Fuzhou University
Werner Raub,Utrecht University
Wesley L. Kaizer,Western Paraná State University
Willem E. Saris,University of Amsterdam
William A. Wallace,Rensselaer Polytechnic Institute
William C. Carter,University of North Carolina
William Frankenstein,Georgetown University
William H. Batchelder,University of California - Irvine
William H. Woodall,Virginia Tech
William Hoiles,University of British Columbia
William J. Burk,Radboud University
William J. Fitzgerald 0002,University of California - Irvine
William M. Webberley,Cardiff University
William P. Eveland,Ohio State University
William S. Lovejoy,University of Michigan
William Zhu,UESTC
Wim van den Noortgate,KU Leuven
Woojeong Kim,Ajou University
Wouter de Nooy,University of Amsterdam
Wynn C. Stirling,Brigham Young University
Xia Xie,Huazhong University of Science and Technology
Xianbi Huang,La Trobe University
Xiang Li 0006,Beijing University of Chemical Technology
Xiang Li 0010,Fudan University
Xiang Li 0016,Santa Clara University
Xiang Zhang 0011,Hefei University of Technology
